timestamp,Average Flow Duration - s1,Average Flow Duration - s2,Average Flow Duration - s3,Average Flow Duration - s4,Average Flow Duration - s5,Average Packets Per Flow - s1,Average Packets Per Flow - s2,Average Packets Per Flow - s3,Average Packets Per Flow - s4,Average Packets Per Flow - s5,Bridge Controller Status,CPU Utilization,Interface Utilization Percentage - s1-eth1,Interface Utilization Percentage - s1-eth2,Interface Utilization Percentage - s1-eth3,Interface Utilization Percentage - s1-eth4,Interface Utilization Percentage - s1-eth5,Interface Utilization Percentage - s1-eth6,Interface Utilization Percentage - s1-eth7,Interface Utilization Percentage - s2-eth1,Interface Utilization Percentage - s2-eth2,Interface Utilization Percentage - s2-eth3,Interface Utilization Percentage - s2-eth4,Interface Utilization Percentage - s2-eth5,Interface Utilization Percentage - s2-eth6,Interface Utilization Percentage - s2-eth7,Interface Utilization Percentage - s2-eth8,Interface Utilization Percentage - s3-eth1,Interface Utilization Percentage - s3-eth2,Interface Utilization Percentage - s3-eth3,Interface Utilization Percentage - s3-eth4,Interface Utilization Percentage - s3-eth5,Interface Utilization Percentage - s3-eth6,Interface Utilization Percentage - s3-eth7,Interface Utilization Percentage - s3-eth8,Interface Utilization Percentage - s4-eth1,Interface Utilization Percentage - s4-eth2,Interface Utilization Percentage - s4-eth3,Interface Utilization Percentage - s4-eth4,Interface Utilization Percentage - s4-eth5,Interface Utilization Percentage - s4-eth6,Interface Utilization Percentage - s4-eth7,Interface Utilization Percentage - s4-eth8,Interface Utilization Percentage - s5-eth1,Interface Utilization Percentage - s5-eth2,Interface Utilization Percentage - s5-eth3,Interface Utilization Percentage - s5-eth4,Interface Utilization Percentage - s5-eth5,Interface Utilization Percentage - s5-eth6,Interface Utilization Percentage - s5-eth7,Rate of Packet in Messages - s1,Rate of Packet in Messages - s2,Rate of Packet in Messages - s3,Rate of Packet in Messages - s4,Rate of Packet in Messages - s5,Rate of Port Flapping - s1,Rate of Port Flapping - s2,Rate of Port Flapping - s3,Rate of Port Flapping - s4,Rate of Port Flapping - s5
2025-04-09 07:37:19,0,0,0,0,0,0,0,0,0,0,1,18.6,8.289834203315934e-09,7.619847603047938e-09,7.619847603047938e-09,7.619847603047938e-09,7.619847603047938e-09,6.909861802763944e-09,8.996486736931928e-09,8.289834203315934e-09,7.619847603047938e-09,7.619847603047938e-09,7.619847603047938e-09,7.619847603047938e-09,7.619847603047938e-09,7.659846803063938e-09,1.0416458337499916e-08,8.289834203315934e-09,7.619847603047938e-09,7.619847603047938e-09,7.619847603047938e-09,7.619847603047938e-09,7.619847603047938e-09,1.1443104471243909e-08,7.659846803063938e-09,8.289834203315934e-09,8.289834203315934e-09,8.289834203315934e-09,7.619847603047938e-09,7.619847603047938e-09,6.6098678026439465e-09,7.293187469583941e-09,9.036485936947928e-09,8.289834203315934e-09,8.289834203315934e-09,7.619847603047938e-09,6.909861802763944e-09,5.926548135703952e-09,5.583221668899954e-09,9.036485936947928e-09,250.773842517662,103.73540728696977,127.09675075489558,113.17656470620832,381.3627172887379,0,0,0,0,0
2025-04-09 07:37:29,2.6363636363636362,2.076923076923077,2.769230769230769,1.8,1.1111111111111112,19.636363636363637,2,5.153846153846154,7.6,6,1,18.6,1.4740589623584942e-08,7.242956384922063e-08,7.118284731389255e-08,6.914943264397241e-08,7.03961491793005e-08,1.3070522820912833e-08,2.3400936037441498e-08,1.576063042521701e-08,1.5427283758016985e-08,1.4507246956544928e-08,1.4013893889088897e-08,1.5260610424416977e-08,1.378055122204888e-08,2.3400936037441498e-08,2.7427763777217755e-08,1.6794005093537074e-08,1.4060562422496898e-08,1.578729815859301e-08,1.5573956291584998e-08,1.4293905089536913e-08,3.551475392349027e-08,2.7427763777217755e-08,4.294838460205075e-08,1.4527247756576928e-08,1.4527247756576928e-08,3.91015640625625e-08,3.410136405456218e-08,1.5053935490752962e-08,1.3877221755536887e-08,4.1815005933570676e-08,4.634852060749097e-08,1.4260570422816913e-08,1.4307238956224914e-08,1.4013893889088897e-08,1.3550542021680867e-08,1.378055122204888e-08,4.075496353187461e-08,4.7481899275971036e-08,187.26616298676893,98.93827220093863,117.98316545919124,107.56933644598774,377.2564732981838,0,0,0,0,0
2025-04-09 07:37:39,7.75,7.333333333333333,8.303030303030303,8.107142857142858,7.7894736842105265,122,82.93333333333334,88.03030303030303,38.857142857142854,28.42105263157895,1,18.5,0.0000037141471317705418,2.2472797823825906e-07,2.205343094114196e-07,2.1033349334613437e-07,3.372236445582314e-07,1.8188121716403982e-08,0.000003853874976664801,1.5669586900285356e-07,6.354841720670988e-08,1.070452302850895e-07,1.4884524095260954e-08,1.0944542230045072e-07,1.4884524095260954e-08,0.0000037183041309971467,0.000003816645331626531,0.0000036928187588340404,1.043450142678081e-07,1.381743872843161e-07,1.7373723231191833e-07,1.51645464970531e-08,2.720050937408326e-07,0.000003929441021948423,1.9047523801904157e-07,4.087326986158893e-08,5.2214177134170734e-08,1.6554991065951943e-07,3.707663279729046e-07,5.4221004347014424e-08,1.7834093394138198e-07,1.8495479638371072e-07,2.54487025628717e-07,6.936888284396085e-08,8.659026055417767e-08,1.8651492119369555e-08,1.65346561058218e-08,1.4884524095260954e-08,2.1753406939221808e-07,2.558671360375497e-07,134.12161463182505,108.48695508244886,128.6595079966069,120.54565893557887,387.6371561183181,0,0,0,0,0
2025-04-09 07:37:49,16.185185185185187,13.318181818181818,14.083333333333334,12.294117647058824,13.272727272727273,889.2592592592592,563.6363636363636,554.3333333333334,98.62745098039215,124.12121212121212,1,18.4,0.000013541091042458386,5.578099556637109e-07,3.796560826277308e-07,3.620530102006801e-07,6.768508972820411e-07,2.32100452807965e-07,0.000014256661781248376,0.000003461057745238571,1.8862527946307536e-07,3.697436729115274e-07,1.1706160534159064e-08,3.404599956663777e-07,9.726387067779826e-09,0.000013287421634775652,0.000016506502866209598,0.00001319497835439029,2.9219287063582015e-07,2.815837000244461e-07,4.5269765873280446e-07,1.0041351028340159e-08,7.476247138698136e-07,0.000017574316268399373,0.0000042755293630686485,2.1963403588016984e-07,1.5068100012223037e-07,2.9517343406227077e-07,8.194239521523657e-07,1.959609885103451e-07,5.116919772429272e-07,0.000003924891114778022,0.000004000736264547266,0.0000034953173469897993,2.1710334772318156e-07,1.2615343467342268e-07,2.5228022590394917e-07,2.1588844997073878e-08,5.622751234341549e-07,0.00000410463251651962,71.82758620689656,111.25172413793105,127.75517241379312,120.71724137931035,386.948275862069,0,0,0,0,0
2025-04-09 07:37:59,24.454545454545453,20.035087719298247,20.58823529411765,4.494323557237465,20.022222222222222,1491.090909090909,1137.719298245614,1045.264705882353,12.963549160671462,538.1333333333333,1,18.5,0.00002180239778436095,0.0000010242746561891508,4.577430076748082e-07,5.369683502356886e-07,0.000001047557644253338,5.030854857100794e-07,0.00002337536867939412,0.00001183771485657303,4.3827628142629775e-07,8.067793242668932e-07,1.0111207733695546e-07,6.933339916502088e-07,1.2996150026804884e-07,0.000022846666071959314,0.00003462932439633454,0.000021564544843878902,7.351233221947229e-07,6.762113599937779e-07,8.767104265448919e-07,1.0722508065770576e-08,0.0000012946542785041485,0.0000355311399744173,0.000013985508322014173,9.770823294695407e-07,7.904014162145948e-07,3.684012064976154e-07,0.0000012229098200322766,7.472039390681902e-07,9.63187863011758e-07,0.000013624389112077754,0.0000133856543322528,0.000011943255978044993,5.39223150949004e-07,2.9744105647358815e-07,5.312019841865064e-07,1.4983678991358549e-07,0.0000010084402058004106,0.000013526818109547259,73.92119945654798,115.7007979365375,127.58363850785179,122.80084690239244,392.18891164766654,0,0,0,0,0
2025-04-09 07:38:09,29.210526315789473,26.589041095890412,27.325301204819276,5.632043734230446,23.26984126984127,1704.3157894736842,1347.9315068493152,1251.6144578313254,19.148477157360407,636.2698412698413,1,18.9,0.000028843688553166667,0.0000014196087286666666,4.477659855555556e-07,6.665563868888888e-07,0.0000013261585166666668,7.978099223333333e-07,0.00003126729296461112,0.000018848104416500003,6.78376395888889e-07,0.000001248566970888889,4.68168911888889e-07,0.000001110833344888889,2.7922141277777776e-07,0.000030824655187111116,0.00004991089337216667,0.000028453523436055557,0.0000012074343261111111,0.000001090516741,0.0000012863453721111112,4.1306666666666665e-08,0.000001888166957111111,0.00005061906887161112,0.000022449491314000004,0.000001794112808388889,0.0000015594884043888895,3.625722191666666e-07,0.0000015139221651111109,0.0000013044607536666668,0.0000014216218685555554,0.000022179138322777778,0.00002161873372438889,0.000019117726405833332,9.20708481388889e-07,4.843297066666667e-07,8.149634252222223e-07,2.896179788888889e-07,0.0000014846850001666668,0.000021769884324611112,72.2105938296339,111.61762626767678,124.92112041765661,477.8154407428991,374.26335952882596,0,0,0,0,0
2025-04-09 07:38:19,29.210526315789473,28.293333333333333,27.325301204819276,5.632043734230446,23.26984126984127,1704.3157894736842,1801.7466666666667,1251.6144578313254,19.148477157360407,636.2698412698413,1,19.4,0.00003690128190641895,0.0000018371637440642449,5.522235332546715e-07,8.517769539383193e-07,0.0000016925623260382154,0.0000010796943895032965,0.00004057607120772753,0.000026935020973074953,8.196991539396525e-07,0.0000016356133484213167,0.0000011272529702662285,0.0000016660889413301868,7.652778506622935e-07,0.00003995828124112553,0.00006756711708986349,0.00003625830240696669,0.0000016493419221513377,0.0000014697455811540198,0.0000016322171244169794,1.2034944569992467e-07,0.0000024750405506780706,0.00006829312619531717,0.00003262538572107896,0.0000025280988009608313,0.0000023036390385465758,4.146451212927225e-07,0.000001595679751881554,0.0000019514655441784603,0.0000017694312618465115,0.000032312620701869004,0.00003165409266399571,0.000027441368799205378,0.0000015123128837825286,9.918310715801497e-07,0.0000014627457224233213,4.867023531921418e-07,0.0000018704834267721717,0.00003177429889073322,70.19679378204752,109.06589333066665,122.19007651750523,1048.1415453156735,318.1321314901086,0,0,0,0,0
2025-04-09 07:38:29,24.61904761904762,28.293333333333333,29.666666666666668,5.2388115833019935,29.64788732394366,1947.2857142857142,1801.7466666666667,1626.471264367816,24.936210131332082,883.2676056338029,1,19.8,0.0000453688936358889,0.0000022936,7.483933333333334e-07,0.00000110394,0.0000020434266666666668,0.000001282701998,0.00005061385160188889,0.00003545552031655556,9.411490722222224e-07,0.000001911254384222222,0.0000017375383323333333,0.000002275284550333333,0.000001390287801888889,0.00005008502655911112,0.00008628121114644444,0.00004482290204433333,0.0000021922344903333336,0.000001884351605333333,0.000001963577183,2.8698733722222225e-07,0.0000030418373313333335,0.00008698177552066667,0.00004360188032422222,0.0000032144299881111113,0.0000029502994981111113,5.979133333333333e-07,0.0000013729266666666666,0.000002681788635111111,0.000002011647381,0.00004329183452044446,0.000042634074022444436,0.00003614459238333333,0.000002194235927222222,0.0000017303061961111112,0.0000020937232425555556,6.968596056666665e-07,0.0000022777666666666666,0.00004276663761233334,70.58547670196515,108.73335793078003,120.64357954917708,1669.8585876697828,256.64906914756057,0,0,0,0,0
2025-04-09 07:38:39,29.977272727272727,32.69620253164557,34.58426966292135,3.7173645320197046,34.1764705882353,2378.1136363636365,2251.2911392405063,1979.52688172043,47.52549651100376,1164.2394366197184,1,20.2,0.00003568494260229591,0.0000019513119475220993,5.826533605322454e-07,9.458388331133423e-07,0.0000016929022839086438,0.0000011521639134434624,0.000040643660920229864,0.00003483769649214032,8.31356745730171e-07,0.0000017008286335213258,0.0000017372437414170102,0.000002124345026198952,0.000001390155707382816,0.00004104167833286669,0.00007692064984067304,0.000035443538925109664,0.0000020830000133328002,0.0000017642327640227723,0.0000016798694718877914,2.868596118933021e-07,0.0000025562744156900392,0.00007660613575456982,0.00004282275375651641,0.0000031976488534347517,0.000002940959722666649,4.627781555404451e-07,9.113735450581977e-07,0.0000026684389791630553,0.0000016726230950761969,0.00004284265962694826,0.00004206119755209792,0.00003553931509406291,0.0000021594569550551313,0.0000017201856726286502,0.0000020083896644134235,6.961309332626695e-07,0.0000019240730370785173,0.00004209928936175886,75.54639061497824,115.82653434208983,126.7853817665193,2248.5568666937934,259.30536493858494,0,0,0,0,0
2025-04-09 07:38:49,30.74137931034483,32.88636363636363,39.71764705882353,4.957530864197531,38.01470588235294,2128.0344827586205,2456.906976744186,2538.164705882353,54.46716497597437,1469.6029411764705,1,20.5,0.000035011942139119426,0.0000018677698896776989,8.77042295770423e-07,0.0000012454254574542548,0.0000018060760590607607,0.0000011198713461987136,0.00004060802586408026,0.0000341609805686098,5.873312668733128e-07,0.0000016927940539279407,0.0000024153467572131678,0.000002396743658967437,0.00000207536596751436,0.0000405041295870413,0.00007559652701396528,0.00003471509182415092,0.000002065543445655435,0.00000154678198846782,0.000001696920307969203,5.542498161294982e-07,0.0000024732093457320938,0.00007543156351031564,0.00004290015665100157,0.000002686534679865347,0.000002908692464086925,9.502883045028831e-07,5.559077425590775e-07,0.0000026756091057560914,0.0000012984468219844683,0.00004309365063493651,0.000042573449321734496,0.00003498623137686231,0.0000024422791054227912,0.000002312152118121521,0.000002303666300036663,8.665833416658335e-07,0.0000018887611238876115,0.00004249793687297937,75.13819013169011,111.85210983486151,122.48662926423884,2836.409780723382,202.72828526994923,0,0,0,0,0
