timestamp,Average Flow Duration - s1,Average Flow Duration - s2,Average Flow Duration - s3,Average Flow Duration - s4,Average Flow Duration - s5,Average Packets Per Flow - s1,Average Packets Per Flow - s2,Average Packets Per Flow - s3,Average Packets Per Flow - s4,Average Packets Per Flow - s5,Bridge Controller Status,CPU Utilization,Interface Utilization Percentage - s1-eth1,Interface Utilization Percentage - s1-eth2,Interface Utilization Percentage - s1-eth3,Interface Utilization Percentage - s1-eth4,Interface Utilization Percentage - s1-eth5,Interface Utilization Percentage - s1-eth6,Interface Utilization Percentage - s1-eth7,Interface Utilization Percentage - s2-eth1,Interface Utilization Percentage - s2-eth2,Interface Utilization Percentage - s2-eth3,Interface Utilization Percentage - s2-eth4,Interface Utilization Percentage - s2-eth5,Interface Utilization Percentage - s2-eth6,Interface Utilization Percentage - s2-eth7,Interface Utilization Percentage - s2-eth8,Interface Utilization Percentage - s3-eth1,Interface Utilization Percentage - s3-eth2,Interface Utilization Percentage - s3-eth3,Interface Utilization Percentage - s3-eth4,Interface Utilization Percentage - s3-eth5,Interface Utilization Percentage - s3-eth6,Interface Utilization Percentage - s3-eth7,Interface Utilization Percentage - s3-eth8,Interface Utilization Percentage - s4-eth1,Interface Utilization Percentage - s4-eth2,Interface Utilization Percentage - s4-eth3,Interface Utilization Percentage - s4-eth4,Interface Utilization Percentage - s4-eth5,Interface Utilization Percentage - s4-eth6,Interface Utilization Percentage - s4-eth7,Interface Utilization Percentage - s4-eth8,Interface Utilization Percentage - s5-eth1,Interface Utilization Percentage - s5-eth2,Interface Utilization Percentage - s5-eth3,Interface Utilization Percentage - s5-eth4,Interface Utilization Percentage - s5-eth5,Interface Utilization Percentage - s5-eth6,Interface Utilization Percentage - s5-eth7,Rate of Packet in Messages - s1,Rate of Packet in Messages - s2,Rate of Packet in Messages - s3,Rate of Packet in Messages - s4,Rate of Packet in Messages - s5,Rate of Port Flapping - s1,Rate of Port Flapping - s2,Rate of Port Flapping - s3,Rate of Port Flapping - s4,Rate of Port Flapping - s5
2025-04-01 17:17:50,1.125,1.4545454545454546,2.142857142857143,4.142857142857143,4.375,0.875,16.916666666666668,35.42857142857143,223.57142857142858,348.75,1,1.7,7.658424722222223e-08,0.0000010546835916666667,1.175575e-09,6.714725e-09,0.0000011244908250000003,1.6404916666666668e-09,0.000002240918077777778,8.353383250000001e-07,0.000789584422575,7.106583333333334e-10,2.7430083333333334e-09,6.975960194444445e-07,0.0000012135374916666667,0.0000012172616194444445,0.0000020822946944444445,1.748884472222222e-07,0.0007952671113472221,0.0000017256464638888888,5.467858611111112e-08,0.0000017242545694444448,1.6404916666666668e-09,1.175575e-09,0.0007956239106055556,0.0000020617404194444444,2.723853972222222e-07,4.1265023055555554e-07,0.0000017372926416666666,7.106583333333334e-10,6.688158333333333e-09,0.0000014333828416666668,3.681491666666667e-07,3.3220821388888893e-07,7.106583333333334e-10,1.175575e-09,0.000003518905019444444,0.0000016711730638888889,0.0000014244449305555554,0.000004096864233333334,9.108316666666667,10.488966666666666,11.157120000000003,11.900693333333333,6.032290000000001,0,0,0,0,0
2025-04-01 17:18:00,7.5,7.869565217391305,6.818181818181818,8.3,10.5,354.625,588.6521739130435,470.3181818181818,573.65,1129.857142857143,1,1.9,9.476471648582428e-07,0.0000018946847995177538,2.788274413720686e-09,0.0000010682687220472137,0.0000017197946622331119,3.1179690234511724e-09,0.0000055946780752926534,0.0000028949220277680547,0.0011894289938338583,1.3202162913701242e-07,5.096292011822813e-07,0.0000018485827596935404,0.0000011204251759810215,0.0000011241177147746278,0.000005533699018006456,0.000001882566777505542,0.0011897073502100106,0.0000032226469606813677,7.105282211332789e-07,0.0000026309598666044416,1.613553124878466e-07,3.1839079453972703e-09,0.0011933002716855291,0.000003768909197682106,0.000001578782489402248,0.0000013900452650410299,0.000002347626367985066,2.8542133356667835e-09,0.0000018510411601135615,0.0000020652821179947887,0.0000037292796523159487,0.0000010337822443899974,2.8079510947769616e-07,3.1839079453972703e-09,0.00000552689078676156,0.0000022238716310815537,0.0000012289100260568583,0.0000075996254734958984,12.836681834091705,18.69051452572629,19.692777972231944,21.77995566444989,15.265243262163109,0,0,0,0,0
2025-04-01 17:18:10,15.047619047619047,14.264705882352942,12.242424242424242,12.742857142857142,11.966666666666667,913.952380952381,1035.4117647058824,959.5454545454545,1016.5428571428571,1061.6666666666667,1,2.1,0.0000024430736833333336,0.0000019479406333333336,1.503510925925926e-08,0.000003285717266666667,0.0000026272114722222226,5.781483333333333e-09,0.000009326740283333333,0.0000060176805388888886,0.0015838699549555555,9.988782e-07,0.0000012949040388888888,0.0000025119256277777773,0.0000010856623055555558,0.0000016847899444444444,0.000009046732394444445,0.0000047813319222222215,0.001586682714038889,0.000005010514111111111,0.0000014139472333333331,0.000003817691927777778,0.0000011134755666666665,3.0899629629629625e-09,0.0015952622291499996,0.000005834153777777777,0.0000023174228111111107,0.0000019290434722222223,0.000002126446527777778,2.926040555555555e-07,0.000004611543394444445,0.00000280344995,0.000009822518033333332,0.000002041768261111111,0.0000029941253555555562,3.0899629629629625e-09,0.000005648154927777779,0.000002772221861111111,0.0000024661657833333336,0.000011760178733333334,16.947466666666664,23.80402,21.460773333333332,22.965546666666665,16.843706666666662,0,0,0,0,0
2025-04-01 17:18:20,14.655172413793103,15.348837209302326,18.146341463414632,17.857142857142858,13.76923076923077,978.2758620689655,1269.9302325581396,1714.9268292682927,1451.3428571428572,1088.5,1,2.3,0.0000040418906358412005,0.000003053076846319859,5.057852052762709e-07,0.00000456411625058676,0.000004336946774408586,4.558081903579453e-07,0.00001464364792404458,0.000009519230506045378,0.0019894321042256556,0.0000020845809518452783,0.0000024787999506981414,0.000002813151140053384,0.0000015823708206606727,0.0000034155864607376674,0.000014459277844856079,0.000007600767961708428,0.0019892688379664577,0.000005907418417785332,0.0000025920163955758877,0.000004037176608837671,0.0000019021518270851906,3.4215546854819226e-09,0.0020035463321921693,0.000007737171364369894,0.0000024819245219108563,0.00000251371617712005,0.0000020161281451113387,5.966873105350431e-07,0.00000681954475122699,0.0000029125080602288163,0.000015249530147183407,0.0000034119162705852615,0.0000047155650085965775,4.544603269338133e-09,0.000006432003239201506,0.0000033105681830807138,0.0000030491545064675705,0.000015678705239329274,21.09493121349232,30.65002458148972,26.19139731186828,27.97442191835612,19.790762359489705,0,0,0,0,0
2025-04-01 17:18:30,16.846153846153847,20.433962264150942,23.29787234042553,20.666666666666668,18.333333333333332,1243.948717948718,1776.867924528302,2100.659574468085,1592.2222222222222,1384.967741935484,1,2.5,0.0000060287675872222225,0.000004196082052777778,9.863104083333333e-07,0.000006152089160555556,0.000006060322268333334,0.0000010217368772222224,0.000020351747706666668,0.000011941844860555556,0.002391736505198333,0.000002214909263888889,0.000003862981969444445,0.0000029331579772222225,0.000001936001882777778,0.000004940989813888889,0.00002012288890222222,0.000008775992068333335,0.0023950912991383333,0.0000067123022394444435,0.0000040040425361111115,0.000003891597879444444,0.000001833948683888889,3.6366666666666667e-09,0.002413557043875556,0.000009110963333333333,0.000002620988985,0.000003567020051666667,0.00000179379,5.757166666666667e-07,0.000007545001039444445,0.00000417565,0.000017502492892222225,0.000004939571533888889,0.0000054097752938888886,5.021e-08,0.00000629535,0.000003384356666666667,0.0000028445700000000003,0.00001846382666666667,27.495260666666663,38.019828,31.414053333333328,34.43485866666666,24.526196666666664,0,0,0,0,0
2025-04-01 17:18:40,17.904761904761905,18.339622641509433,20.710526315789473,15.973684210526315,16.178571428571427,1337.2790697674418,1578.3584905660377,1780.578947368421,945.4358974358975,904.4230769230769,1,2.7,0.000007595144523723808,0.000004391201157356482,0.0000019323034502356714,0.000009214038870277404,0.000006205390774482157,0.000002530644650393008,0.000026884204350753687,0.00001612718921045088,0.0024275247638286105,0.0000033539414574402603,0.0000049307374774717715,0.000003937738754775096,0.000001197677286879071,0.000005096068588038428,0.0000267657286479063,0.00001220706466257103,0.0024220071468096034,0.000006789829129915933,0.0000051110216382660986,0.0000028658906511463567,0.0000018340919704505203,3.1808636172723464e-07,0.002448228077894892,0.000010432581984973034,0.000003246111588898445,0.000004100708680840284,0.0000013820743081528302,5.769182050307673e-07,0.00001018733662845479,0.0000045297505950119015,0.00002437561259202962,0.000005888617772355449,0.0000062331598362522814,0.0000015198008346278036,0.000004592125175836851,0.000002988899777995561,0.000003573038127429216,0.00002111863570604746,31.067442790713176,40.95579481880253,36.377031839419544,40.64226403773396,27.300300005000082,0,0,0,0,0
2025-04-01 17:18:50,18.236842105263158,20.326923076923077,17.42,15.555555555555555,15.48,1504.8947368421052,2082.34,1682.28,1180.088888888889,1178.96,1,3,0.000006952983333333333,0.000003489803333333333,0.0000019320921903888893,0.000008495836666666667,0.000005493276666666668,0.0000025304315803888887,0.00002366498,0.000014258816666666668,0.0019445906100000001,0.00000330433,0.000004596963333333333,0.0000028480233333333332,0.0000010398766666666666,0.0000049374500000000005,0.00002349646666666667,0.000010883956666666667,0.0019430898233333334,0.0000052117566666666665,0.00000461791,0.0000017782233333333333,0.0000017321833333333334,3.1641666666666665e-07,0.0019665553866666666,0.000008646216666666667,0.0000021104566666666663,0.0000032106833333333337,5.733633333333334e-07,5.752433333333333e-07,0.000008837323333333334,0.000003756903333333334,0.00002176066,0.00000524353,0.000006113263333333334,0.0000015195492380555557,0.0000023024500000000003,0.00000225381,0.0000035073433333333335,0.00001747594666666667,35.10042095839465,45.25061024681305,42.297079482087845,43.025352743134434,29.651795501840507,0,0,0,0,0
2025-04-01 17:19:00,18.236842105263158,20.326923076923077,17.42,15.555555555555555,15.48,1504.8947368421052,2082.34,1682.28,1180.088888888889,1178.96,1,3.2,0.000007083434997966707,0.000004155700219328947,0.000003130469735938614,0.000009131080711719099,0.000004494586774931168,0.000004112017646869285,0.00002676264474710506,0.000015652656946861062,0.0019588638393898787,0.0000036727365452690942,0.000003822920208262501,0.000002894725438824557,0.0000011412138423898188,0.000004747068391965494,0.00002674319846936394,0.00001279478743758458,0.001958159466810664,0.000004075168496630067,0.000004628130770717919,0.0000015180929714739036,0.0000011976727132124024,0.000001079959408478497,0.001982143210469124,0.000008755814883702325,0.0000022563382065692017,0.0000035981913695059426,0.0000018338866556002214,0.0000011904461910761786,0.000007844699772671214,0.0000033245635087298253,0.000024973060538789225,0.000005109427811443771,0.000003578145103764591,0.0000029261291573057425,0.0000032997706712532414,0.0000016876562468750626,0.000003637177256454871,0.000017623654193582793,37.45657387615989,48.09960375495307,48.907192826756344,49.50002374970313,31.929404632442097,0,0,0,0,0
2025-04-01 17:19:10,20.5,23.56,21.53448275862069,21.53061224489796,19.88,1644.3684210526317,2303.92,2129.7586206896553,1717.061224489796,1524.36,1,3.3,0.000006884736915785053,0.0000037070475771453707,0.0000033660480371177724,0.000011046527208367498,0.000003617259631088802,0.0000052703204474398205,0.000028638881667099977,0.00001607441886820124,0.0019592925391143197,0.000002823860568365898,0.0000025886546807191566,0.0000024603290469238513,0.000001467701937883727,0.000003513279203247805,0.000028511509309441435,0.000014269380503836437,0.0019684673686245495,0.0000036158063849502368,0.000004502986487477418,0.0000019754114753114815,0.000001673282936357152,0.0000022246994219791256,0.0019919682752368192,0.000009209270777086708,0.0000039169816477678014,0.00000382969355172023,0.0000024286909452099543,0.000002046840522901959,0.0000058148611083335005,0.000004405325680459172,0.000028005892979754547,0.000004124602523848569,0.000002218770207120906,0.000004548070232174958,0.000004954926037771067,0.0000010198554753381463,0.0000029419734815911047,0.000018279956535941175,41.0595660289314,52.73894851454347,51.727935915383426,48.94619692020532,33.777344843677085,0,0,0,0,0
2025-04-01 17:19:20,23.289473684210527,25.604166666666668,22.984848484848484,21.11320754716981,18.923076923076923,1867.4473684210527,2529.4583333333335,2279.121212121212,1682.4905660377358,1689.8461538461538,1,3.4,0.000004896919999999999,0.0000037879866666666667,0.000003361,0.00001165506,0.00000381704,0.000004816713333333333,0.00002785134,0.000016685073333333333,0.00197029774,0.0000031368,0.0000010878533333333333,0.0000034097200000000003,0.0000018663666666666668,0.000001967033333333334,0.00002786284666666667,0.000017026766666666668,0.001978605933333333,0.00000257816,0.0000036608933333333335,0.000003373986666666667,0.0000035233666666666666,0.0000035001800744444453,0.00200157166,0.000010045273333333333,0.000007633746666666668,0.0000027208533333333334,0.0000024559733333333333,0.0000031465466666666665,0.000004824206666666667,0.0000033468933333333332,0.000033363260000000004,0.0000024430200000000003,0.0000024230333333333333,0.000006958500682222224,0.000005690726666666666,0.0000019129666666666667,0.0000034672133333333333,0.000019618046666666666,40.69240633333333,52.271523333333334,51.269551333333325,51.49990866666666,33.47530366666666,0,0,0,0,0
